"LimesLimits_ID";"obsolete";"X_coordinate";"Y_coordinate";"Place";"Toponym";"Site_type";"Uncertain";"Start_period";"End_period";"Size";"Conservation";"Notes";"checked";"location_note"
862;0;140550;443250;"Schalkwijk";"Achterdijk I";"rural settlement?";1;"IJZL";"ROM";;;"evidence inconclusive";1;
863;0;129390;457050;"Vleuten";"Wilhelminalaan";"rural settlement?";1;"ROM";"ROM";;;;1;
864;0;131550;455150;"De Meern";"Hoge Woerd III";"rural settlement; road; burial(s)";0;"ROMVA";"ROMMA";;;"habitation approx. 0 - 100 AD; see Langeveld et al. (2010) for detailed map";1;
865;0;150300;444150;"Cothen";"Trekweg";"rural settlement";0;"IJZL";"ROMM";"large";;;1;
866;0;146700;445500;"Cothen";"Caspargauw I";"rural settlement";1;"IJZL";"ROM";;;"finds possibly out of context";1;
867;0;145618;445682;"Werkhoven";"Casa Cara";"rural settlement";0;"IJZL";"ROM";;;"very close to site 432, possibly one settlement";1;
868;0;144360;446540;"'t Goy";"Enghsloot";"rural settlement";0;"IJZL";"ROM";;;;1;
869;0;143940;446500;"'t Goy";"Oosterlaak I";"rural settlement";0;"IJZL";"ROM";;;;1;
870;0;144120;447090;"Werkhoven";"Enghsloot";"rural settlement";0;"IJZL";"ROMV";;;;1;
871;0;143200;447400;"'t Goy";"Schone Hofstede";"rural settlement";0;"ROM";"ROM";;;;1;
872;0;143170;446540;"'t Goy";"Oosterlaak II";"rural settlement";0;"ROM";"ROM";;;"also VME/LME site";1;
873;0;142150;445800;"Schalkwijk";"Goyerdijk I";"rural settlement; burial(s)?; road?";1;"ROM";"ROM";;;"evidence inconclusive";1;
875;0;188850;428100;"Nijmegen";"Canisiuscollege";"military settlement; burial(s); road";0;"ROMMA";"ROMMA";;;"canabae legionis, with amphitheatre and forum; some ROML burials placed with site 2136; also IJZ site";1;
876;1;172200;437400;"Dodewaard";"Dalwagen-Noord";"isolated find(s)";0;"ROMM";"ROMM";;;"also NEO/BRONS site";1;
877;1;172550;435800;"Dodewaard";"De Hucht";"isolated find(s)";0;"ROM";"ROM";;;;1;
879;0;174850;436150;"Hien";"De Wuurdjes";"rural settlement, stone-built";0;"ROMMA";"ROMLA";;;"habitation dated approx. 75 - 300 AD (Willems 1986)";1;
880;0;174500;436560;"Dodewaard";"Kerkstraat";"rural settlement?";1;"IJZL";"ROM";;;"no associated Archis-waarnemingsnummer";1;
881;0;177490;436770;"Zetten";"Leigraafseweg";"rural settlement";0;"IJZL";"ROMM";;;;1;
882;0;179600;436280;"Herveld-Noord";"Verlengde Kerkstraat";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 75 - 225 AD (Sier & Schotten 1998)";1;
883;0;175520;434960;"Wely";"Waalbandijk";"rural settlement?";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986)";1;
884;0;170250;432450;"Druten";"Scharenburg";"rural settlement";0;"IJZL";"ROMV";;;;1;
885;1;170800;432420;"Druten";"Gelenberg II";"rural settlement";0;"ROMM";"ROMM";;;"= site 616";1;
886;0;173140;433480;"Deest";"Afferdensche- en Deetsche Waarden";"rural settlement";0;"IJZL";"ROMM";;;;1;
887;0;179800;431800;"Ewijk";"Doddendael";"burial(s)?";1;"ROMVB";"ROMMA";;;"finds dated approx. 50 - 100 AD (Willems 1986)";1;
888;0;176860;431250;"Beuningen";"Schermersdeel-Zuid";"rural settlement";0;"IJZL";"ROMM";;;"also NEO/BRONS site";1;
889;0;174650;432400;"Deest";"Uivermeertjes";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 50 - 250 AD (Nieuwhof 2004); Archis-waarnemingsnummer 139514 removed from Archis";1;
890;0;177300;430710;"Beuningen";"Begijnenstraat";"rural settlement";0;"IJZL";"ROM";;;"also NEO/BRONS site";1;
891;0;178080;430010;"Ewijk";"De Woerdjes II";"rural settlement";0;"IJZM";"ROML";;;"habitation dated approx. 500 BC - 425 AD, with hiatus in 3rd century (Willems 1986); also NEOL site; very close to settlements 630 and 668, possibly one settlement?";1;
892;1;179400;426230;"Wijchen";"Kleine Kamp";"isolated find(s)";0;"IJZL";"ROM";;;;1;
893;1;179380;425920;"Wijchen";"Woeziksestraat";"isolated find(s)";0;"IJZL";"ROM";;;;1;
894;1;178550;425250;"Wijchen";"Kruisberg I";"burial(s)";0;"ROMMA";"ROMMB";;;"= site 667";1;
895;1;178460;425100;"Wijchen";"Kruisberg II";"rural settlement";0;"IJZL";"ROMM";;;"= site 667";1;
896;0;177200;425640;"Leur";"Galgenberg";"burial(s)";0;"ROMVB";"ROMLA";;;"burials dated approx. 50 - 150 AD and 325 - 375 (Willems 1986)";1;
897;0;170400;425700;"Dieden";"Dorp";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
898;0;170660;428140;"Druten";"Oostweg";"rural settlement";0;"IJZL";"ROMM";;;"Archis-waarnemingsnummer 106943 removed from Archis";1;
899;0;171350;428850;"Horssen";"Hooge Veld";"burial(s)";0;"IJZL";"ROMM";;;"also VME/LME site";1;
900;0;147200;423500;"Zaltbommel";"De Wildeman I";"rural settlement";0;"ROMVA";"ROMMB";"200 x 90 m";;"habitation dated approx. 0 - 200 AD (Veldman & Blom 2010)";1;
901;0;147240;423880;"Zaltbommel";"De Wildeman II";"rural settlement; burial(s)";0;"ROMMA";"ROMMB";"160 x 45 m";;"habitation dated approx. 75 - 200 AD (Veldman & Blom 2010)";1;
902;0;146730;423480;"Zaltbommel";"De Wildeman III";"rural settlement";0;"ROMVB";"ROMMA";"0.325 ha";;"habitation dated approx. 25 - 150 AD; burials dated approx. 75 - 125 AD (Veldman & Blom 2010)";1;
903;0;146960;423690;"Zaltbommel";"De Wildeman IV";"burial(s)";0;"ROMVB";"ROMMB";"215 x 135 m";;"burials dated approx. 50 - 200 AD (Veldman & Blom 2010)";1;
904;0;147410;423140;"Zaltbommel";"De Wildeman V";"rural settlement";0;"IJZL";"ROMV";;;;1;
1000;0;171220;428565;"Horssen";"Oostweg II";"rural settlement";0;"IJZL";"ROMM";"40 x 40 m";;;1;
1001;0;170750;430870;"Molenhoek";"Kloosterweg";"burial(s)";0;"ROMMB";"ROMMB";;;"single burial? finds dated approx. 150 - 250 AD (Willems 1986)";1;
1002;0;176350;438340;"Hemmen";"Veldstraat / Molenstraat";"rural settlement";1;"IJZL";"ROM";;;;1;
1003;0;176600;438500;"Hemmen";"Dorp";"rural settlement";0;"ROMV";"VMEB";;;"habitation dated approx. 0 - 750 AD (Willems 1986)";1;
1004;0;175250;440200;"Randwijk";"Hokkerden";"rural settlement";0;"IJZL";"ROMM";;;"also NEO site";1;
1005;0;133550;418600;"Wijk en Aalburg";"Rekselaar";"rural settlement";0;"ROM";"ROM";;;"three sites from Beex (1973) were merged on this location in ARCHIS, however, they don't match the original map; habitation dated approx. 100 - 200 AD (Beex 1973, 30); also VME site";1;
1006;0;134000;418100;"Genderen";"Hoge Woerd";"rural settlement; cult site?";0;"IJZL";"ROML";"300 x 100 m";;;1;
1007;0;134250;416350;"Genderen";"De Bulk";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 250 AD (Beex 1973); also VME/LME site";1;
1008;0;134950;416950;"Genderen";"Meerstraat";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 200 AD (Beex 1973)";1;
1009;0;135600;417300;"Wijk en Aalburg";"De Meer";"rural settlement";0;"ROMM";"ROMM";;;"also LME site";1;
1010;1;136180;417640;"Wijk en Aalburg";"Kraaienveld";"isolated find(s)";0;"IJZL";"ROM";;;"no associated Archis-waarnemingsnummer; also LME site";1;
1011;0;136600;417920;"Wijk en Aalburg";"Polstraat";"rural settlement";0;"ROMM";"ROMM";;;;1;
1012;0;137440;418160;"Wijk en Aalburg";"Mussentiend";"rural settlement";0;"ROMM";"ROMM";;;"also LME site";1;
1013;0;138670;417960;"Nederhemert-Zuid";"Doornwaard";"rural settlement?";1;"ROMM";"ROMM";;;;1;
1014;0;139700;417920;"Bern";"Het Oude Huis";"rural settlement?";1;"ROMV";"ROMV";;;;1;
1015;0;133140;416300;"Genderen";"Voorste Hoofdveld";"rural settlement";0;"ROMVB";"ROMMB";;;"habitation dated approx. 100 - 200 AD (Beex 1973)";1;
1016;0;132700;416150;"Eethen";"Nieuwe Steeg";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 250 AD (Beex 1973)";1;
1017;0;131800;415850;"Eethen";"Dorp";"rural settlement";0;"ROM";"ROM";;;"habitation dated approx. 100 - 200 AD (Beex 1973); also VME/LME site";1;
1018;0;130450;415100;"Dussen";"De Spie";"rural settlement";0;"ROM";"ROM";;;"map location matches Beex (1973) 39, but description is not correct ('north of metalled road from Eethen to Meeuwen')";1;
1019;0;132090;414170;"Drongelen";"Dorp";"rural settlement";0;"ROM";"ROM";;;"habitation dated ROMM (Verwers 1999); also VME/LME site";1;
1020;0;136550;415650;"Heesbeen";"Het Oude Maasje";"rural settlement, stone-built?";0;"ROMV";"ROMM";;;"habitation dated 75 AD - present (Beex 1973); evidence for ROML habitation limited; also VME/LME site";1;
1021;0;137220;417950;"Wijk en Aalburg";"De Eng";"rural settlement";0;"ROM";"ROM";;;"habitation dated ROMV - ROMM, with emphasis on ROMM (Verwers 1999); ROMLA dating in ARCHIS not explained; also LME site";1;
1022;0;187180;439690;"Elden";"Heusdenstraat";"rural settlement";0;"IJZL";"ROM";;;;1;
1023;0;186230;439880;"Driel";"De Laar II";"rural settlement";0;"IJZL";"ROMMB";;;"hiatus in habitation between 225 and 360 AD (according to Vossen); very close to site 682, possibly one settlement?";1;
1024;0;186590;439770;"Driel";"De Laar III";"burial(s)";0;"ROMMA";"ROMLA";;;"over 200 cremation burials";1;
1025;0;186770;439800;"Driel";"De Laar IV";"rural settlement; burial(s)?";0;"ROMM";"ROMM";;;"single inhumation burial dated ROML mentioned by Vossen, no corresponding Archis-waarnemingsnummer; very close to site 682, possibly one settlement?";1;
1026;0;129680;429780;"Spijk";"Spijkse Kweldijk";"rural settlement?";1;"ROMM";"ROMM";;;"also LME site";1;
1027;0;127650;429300;"Gorinchem";"Haarweg";"rural settlement";0;"IJZL";"ROMM";"0.1 ha";;"habitation dated approx. 50 BC - 260 AD (AKZH 2004); also VME/LME site; very close to site 1028, possibly one settlement";1;
1028;0;127235;429215;"Gorinchem";"Onderweg";"rural settlement";0;"ROM";"ROM";;;"very close to site 1027, possibly one settlement";1;
1029;0;180500;434300;"Herveld";"Elshout";"rural settlement";0;"ROMM";"ROML";;;;1;
1030;1;180100;434500;"Herveld-Zuid";"De Heijmer";"burial(s)?";0;"ROMM";"ROMM";;;"= site 607";1;
1031;0;186200;433700;"Oosterhout";"De Grift";"rural settlement";0;"IJZL";"ROM";;;;1;
1032;0;186700;434000;"Oosterhout";"Verloren Zeeg";"rural settlement";0;"ROM";"ROM";;;;1;
1033;0;185960;432960;"Oosterhout";"Stationsstraat";"rural settlement";0;"IJZL";"ROMM";;;;1;
1034;0;186795;432075;"Oosterhout";"Van Boetzelaerstraat";"rural settlement; burial(s)";0;"IJZL";"ROMM";"400 m";;"also BRONSL burial site";1;
1035;0;187640;431780;"Lent";"Rijksweg 52";"rural settlement";0;"ROM";"ROM";;;;1;
1036;0;188150;431660;"Lent";"Smitjesland";"rural settlement";0;"ROMV";"ROMV";;;"also BRONSL/IJZV burial site";1;
1037;1;186750;432000;"Oosterhout";"Rustwat";"rural settlement; burial(s)";0;"ROMV";"ROMM";;;"= site 1034";1;
1038;0;185570;431670;"Oosterhout";"Verburgtskolk";"rural settlement?";1;"ROMM";"ROML";;;"finds not in context? also VME/LME site";1;
1039;0;184800;432000;"Oosterhout";"Smidskolk";"rural settlement";0;"IJZL";"ROM";;;;1;
1040;0;181100;430300;"Beuningen";"De Hosterd";"rural settlement; road?";0;"ROMMA";"ROMMB";;;"habitation dated approx. 100 - 300 AD (Hulst et al. 1986); also VME/LME site";1;
1041;0;181500;430500;"Beuningen";"Molenstraat";"rural settlement, stone-built?";0;"ROMVB";"ROMMB";;;"habitation dated approx. 50 - 225 AD (van der Kamp & Polak 2001); also VME/LME site (castle)";1;
1042;0;188500;430800;"Lent";"Laauwikstraat-Zuid";"rural settlement";0;"ROM";"ROM";;;"also BRONSL/IJZM burial site; very close to site 731 and 1043, possibly one settlement?";1;
1043;0;188300;430610;"Lent";"Azaleastraat";"rural settlement; burial(s)";0;"IJZL";"ROMM";;;"also VME burial site; very close to site 731, 1042 and 1044, possibly one settlement?";1;
1044;0;188500;430550;"Lent";"Steltsestraat II";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 1042 and 1043, possibly one settlement?";1;
1045;0;180400;425700;"Wijchen";"Mussenberg";"burial(s)";0;"ROMVB";"ROMMA";;;"burials dated approx. 50 - 150 AD (Willems 1986)";1;
1046;0;180450;426000;"Wijchen";"Palkerdijk";"rural settlement";0;"IJZL";"ROMM";;;;1;
1047;0;180440;425240;"Wijchen";"Teersdijk II";"burial(s)";0;"ROMMA";"ROMMA";;;"single burial dated approx. 100 - 150 AD (Willems 1986)";1;
1048;0;180750;425350;"Wijchen";"Teersdijk I";"burial(s)";0;"ROMVB";"ROMMA";;;"burials dated approx. 50 - 150 AD (Willems 1986)";1;
1049;0;185990;427560;"Hees";"Oude Graafseweg";"burial(s)";0;"ROMM";"ROMM";;;"burials dated approx. 50 - 250 AD (Willems 1986)";1;
1050;0;180500;423650;"Alverna";"Graafseweg I";"burial(s)";0;"ROMVA";"ROMMB";;;"finds dated approx. 0 - 200 AD (Willems 1986)";1;
1051;0;180190;423360;"Alverna";"Graafseweg II";"rural settlement";0;"ROMVA";"ROMMB";;;"habitation dated approx. 0 - 200 AD (Willems 1986); also NEOL/BRONSV site";1;
1052;0;180600;422800;"Alverna";"Vossenberg";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx.250 BC - 275 AD (Willems 1986)";1;
1053;0;181500;423000;"Alverna";"Heumenseweg";"rural settlement; burial(s)";0;"IJZL";"ROMMA";;;"habitation dated IJZM/ROMV; burial finds dated approx. 50 - 150 AD (Willems 1986); also BRONSM burial site";1;
1054;0;180165;422220;"Boskant";"Waaiendonk";"rural settlement?";1;"ROMVB";"ROMMB";;;"finds dated approx. 50 - 275 AD (Willems 1986); also MESO/NEO site";1;
1055;1;183750;422860;"Alverna";"Meiberg";"isolated find(s)";0;"IJZ";"IJZ";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986), but no ROM finds on this spot; Vossen erroneously links Archis-waarnemingsnummer 31885, but this belongs to site 1060";1;
1056;0;182550;422050;"Overasselt";"Scheiwal";"rural settlement, stone-built; burial(s)";0;"ROMMA";"ROMLB";;;"habitation dated approx. 75 - 425 AD with hiatus in ROMLA; burials dated approx. 75 - 100 AD (Willems 1986); IJZL finds in surroundings belong to site 1060; Vossen's coordinates are wrong!";1;
1057;1;182600;422200;"Herveld";"Heumenseweg";"burial(s)";0;"ROMMA";"ROMMA";;;"= site 1056";1;
1058;0;182286;421785;"Overasselt";"Bullenkamp";"burial(s); rural settlement";0;"IJZL";"ROMM";;;"burial mound dated 120 +/- 80 AD (de Groot et al. 2010)";1;
1059;0;182400;421500;"Overasselt";"Schatkuil";"burial(s)";0;"ROMM";"ROMM";;;"finds dated approx. 75 BC - 275 AD (Willems 1986)";1;
1060;0;182700;421800;"Overasselt";"Valenberg";"rural settlement";0;"IJZL";"ROMM";;;"finds dated approx. 250 BC - 275 AD (Willems 1986); also BRONSL/IJZV burial site; very close to site 1056, possibly one settlement";1;
1061;1;184700;421780;"Overasselt";"Broekberg";"isolated find(s)";0;"IJZL";"IJZL";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986), but no ROM finds on this spot; also BRONSL burial site";1;
1062;0;180600;420300;"Nederasselt";"Molenhoek";"burial(s)";0;"ROMMB";"ROMMB";;;"finds dated approx. 150 - 200 AD (Willems 1986)";1;
1063;0;183040;418920;"Overasselt";"Kraaijenberg";"burial(s)";0;"ROMMA";"ROMMB";;;"also NEO/BRONS and LME site; possible IJZL/ROM settlement close by (Archis-waarnemingsnummer 34180)";1;
1064;0;185400;419800;"Heumen";"Vosseneind-Oost";"rural settlement?";1;"IJZL";"ROM";;;"habitation dated approx. 50 - 275 AD (Willems 1986), but finds are missing in Archis";1;
1065;0;186700;419800;"Heumen";"De Hosterd";"rural settlement";1;"IJZL";"ROM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
1066;0;189100;419700;"Mook";"Station";"burial(s)";0;"ROMMB";"ROMMB";;;"finds dated approx. 150 - 200 AD (Willems 1986)";1;
1067;0;188320;422740;"Malden";"Heumensoord";"watchtower";0;"ROML";"ROML";;;"occupation dated approx. 75 - 400 AD (Willems 1986), but no evidence for further (ROMM) habitation found (Haalebos 1972); Bogaers (1974) however assumes a ROMM military presence";1;
1068;0;185450;423880;"Hatert";"Maldenburchtstraat";"burial(s)";0;"ROMMB";"ROMMB";;;"burials dated approx. 175 -200 AD (Willems 1986); also BRONSL/BRONSM burial site";1;
1069;0;129020;422520;"Almkerk";"Rijswijkse Steeg";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 200 AD (Beex 1973)";1;
1070;0;125310;421800;"Almkerk";"Uppelse Hoek";"rural settlement?";1;"ROM";"ROM";;;"habitation dated ROMM (Verwers 1999); also VME/LME site";1;
1071;0;124180;423190;"Almkerk";"Gantelwijk";"rural settlement?";1;"ROMM";"ROMM";;;"habitation dated approx. 100 - 200 AD (Beex 1973); also VME/LME site";1;
1072;0;129460;414450;"Meeuwen";"Haagoord";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 225 AD (Beex 1973)";1;
1073;0;129330;415300;"Meeuwen";"Hoog Meeuwen";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 200 AD (Beex 1973); also VME/LME site";1;
1074;0;192610;425300;"Berg en Dal";"De Holdeurn I";"military settlement; pottery kiln(s); burial(s)";0;"ROMM";"ROMM";;;"habitation dated approx. 75 - 250 AD (Willems 1986); single cremation burial dated 175 - 200 AD";1;
1075;0;191250;415700;"Middelaar";"Witteweg";"rural settlement, stone-built";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986)";1;
1076;0;192100;416850;"Plasmolen";"Kloosterberg";"rural settlement, stone-built";0;"ROMMA";"ROMMB";;;"habitation dated approx. 100 - 250 AD (Hazenberg & Vos 1999)";1;
1077;0;196260;436750;"Loo";"Loowaard";"castellum?";1;"ROMVA";"ROMMA";;;"evidence for castellum inconclusive";1;
1079;0;192150;419450;"Groesbeek";"Klein Amerika";"rural settlement; cult site?";0;"ROMVA";"ROMMA";;;"also PALEO/MESO, NEO and IJZM site; Roman habitation dated approx. 15 BC - 125 AD; possible ROMVB open air sanctuary (Hiddink 2000)";1;
1080;0;191840;439410;"Huissen";"Loostraat II";"burial(s); rural settlement?";0;"ROMMA";"ROMMB";;;"finds dated approx. 125 - 200 AD (Hulst 1978); > 5 cremation burials";1;
1081;0;192150;439200;"Huissen";"De Riet";"military settlement?";0;"ROMMA";"ROMMB";"1.5 ha";;"habitation dated approx. 75 - 225 AD (Roessingh & Blom 2011); military character derived from finds and features";1;
1082;1;193770;439050;"Huissen";"Zwanewater";"isolated find(s)";0;"ROMM";"ROMM";;;;1;
1083;0;194720;433850;"Flieren";"Dorp";"rural settlement?";1;"ROMMA";"ROMMB";;;"habitation dated approx. 50 - 275 AD (Willems 1986); also VME site";1;
1084;0;195570;433600;"Gendt";"Angerensestraat";"burial(s)";0;"ROMMB";"ROMMB";;;"finds dated approx. 150 - 200 AD (Hulst 1977); probably 6 cremation burials";1;
1085;1;197100;431700;"Millingen";"Millingerwaard";"out of context find(s)";0;"ROMM";"ROMM";;;;1;
1086;0;199060;431380;"Millingen";"De Lange Paal";"burial(s)";0;"ROMM";"ROMM";;;"single burial dated approx. 75 - 275 AD (Willems 1986)";1;
1087;0;196950;432600;"Hulhuizen";"Bandijk";"rural settlement";0;"IJZM";"ROMV";;;;1;
1088;0;192430;428950;"Ooij";"Stenen Kamer";"rural settlement";0;"ROMM";"ROMM";;;;1;
1089;1;191850;428150;"Persingen";"Dorp II";"burial(s)";0;"ROMMA";"ROMMB";;;"= site 757";1;
1090;1;190600;427050;"Nijmegen";"Eversweg";"burial(s)";0;"ROMMB";"ROMMB";;;"= site 2139";1;
1091;1;192560;425400;"Berg en Dal";"De Holdeurn II";"burial(s)";0;"ROMMB";"ROMMB";;;"= site 1074";1;
1092;0;192000;427000;"Beek";"Koningstraat";"road?";1;"ROMMA";"ROMMA";;;"milestone dated to the reign of Trajan; location reconstructed";1;
1093;0;192800;426770;"Beek";"Marterstraat";"burial(s)";0;"ROMMA";"ROMMB";;;"burial(s) dated approx. 75 - 275 AD (Willems 1986)";1;
1094;0;194500;426250;"Zyfflich";"Pepergasse";"rural settlement";1;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
1095;0;196150;427700;"Leuth";"Steenheuvelsestraat";"rural settlement?";1;"IJZL";"ROMV";;;;1;
1096;0;196950;427800;"Leuth";"Leuth-Zuid";"rural settlement";0;"IJZL";"ROMM";;;"also VME/LME site";1;
1097;0;197050;428250;"Leuth";"Botsestraat";"burial(s)";0;"ROMVB";"ROMMA";;;"burial(s) dated approx. 40 - 150 AD (Heirbaut & Wildenberg 2010); also IJZM and VME/LME site";1;
1098;0;197400;428300;"Leuth";"Plezenburg";"rural settlement; road?";0;"IJZL";"ROM";;;"possible road segment could not be dated (van der Gaauw & Soonius 1993)";1;
1099;0;197500;428700;"Leuth";"Puthorst";"rural settlement";0;"IJZL";"ROM";;;;1;
1100;0;197900;429300;"Kekerdom";"Groote Both";"rural settlement";0;"ROMM";"ROMM";;;;1;
1101;0;198280;430400;"Kekerdom";"Spaldrop";"rural settlement";0;"ROM";"ROM";;;"also VME/LME site";1;
1102;0;198700;430400;"Kekerdom";"Kapittelhof";"rural settlement";0;"ROM";"ROM";;;"also VME/LME site";1;
1103;0;199500;431200;"Millingen";"Heerbaan";"burial(s)";0;"ROMMB";"ROMMB";;;"single burial dated approx. 150 - 200 AD (Bogaers 1960)";1;
1104;0;199200;429900;"Millingen";"Eversberg";"rural settlement, stone-built";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME burial site";1;
1105;0;199100;429500;"Millingen";"Vruchtenoord";"burial(s)";0;"ROMV";"ROMM";;;"burial(s) dated approx. 0 - 275 AD (Willems 1986)";1;
1106;0;199240;425310;"Mehr";"Haus Zelm";"rural settlement?";1;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); Archis-waarnemingsnummer 16365 removed from Archis";1;
1107;1;191600;424850;"Groesbeek";"Water Meerwijk";"isolated find(s)";0;"ROMMB";"ROMMB";;;"votive stone dated approx. 200 - 225 AD (Willems 1986)";1;
1108;0;193120;421030;"Groesbeek";"Het Vilje";"rural settlement; burial(s)";0;"IJZL";"ROMLA";;;"habitation dated IJZL-ROM (Weiß-Konig 2008); 30 cremation burials dated approx. 50 - 350 AD (Weiß-Konig 2009); also IJZV and IJZL burial site";1;
1109;0;190380;416875;"Mook";"Molenbroek";"burial(s)";0;"ROMMA";"ROMMB";;;"cremation burials dated approx. 75 - 275 AD (Willems 1986); Willems (1986) also assumes settlement here";1;
1110;0;190500;416400;"Katerbosch";"Middelaarse Broek";"burial(s)";0;"ROMMA";"ROMMA";;;"finds dated approx. 75 - 150 AD (Willems 1986)";1;
1111;0;190600;416100;"Katerbosch";"Elzenstraat";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 50 - 425 AD (Willems 1986), but ignores IJZL/ROMV finds; also VME site";1;
1112;1;190780;415900;"Katerbosch";"Eindweg";"rural settlement";0;"IJZL";"ROML";;;"= site 1111";1;
1113;1;194800;413800;"Gennep";"Niers";"isolated find(s)";0;"ROMLA";"ROMLA";;;;1;
1115;0;168750;438400;"Kesteren";"'t Panhuis";"road?";1;"ROM";"ROM";;;;1;
1116;0;169075;438325;"Kesteren";"Boom en Vrucht";"rural settlement";1;"ROM";"ROM";;;;1;
1117;0;167700;438150;"Kesteren";"Begraafplaats";"burial(s)";0;"ROMMA";"ROMMB";;;"cemetery dated approx. 75 - 150 AD (Hulst 1971)";1;
1118;0;167500;438450;"Kesteren";"Prinsenhof";"burial(s)";0;"ROMMA";"ROMMB";;;"cemetery dated approx. 125 - 200 AD (Hulst and Bokma 1976)";1;
1119;0;167100;438150;"Kesteren";"Nedereindsestraat";"civil settlement?; burial(s)";0;"ROMVB";"ROMMB";"4,5 - 5 ha";;"habitation dated approx. 70 - 225 AD (Hulst et al. 1986)";1;
1120;0;161550;443600;"Ingen";"Geldersweerd";"rural settlement?";1;"ROMM";"ROMM";;;"possibly not in situ";1;
1121;0;162400;441620;"Ingen";"Hoog Kana";"rural settlement";0;"ROMM";"ROMM";;;;1;
1122;0;161650;441550;"Ingen";"Blijwerven";"rural settlement";0;"ROMM";"ROMM";;;;1;
1123;0;162000;441250;"Ingen";"De Poel";"rural settlement, stone-built?";0;"IJZL";"ROML";"400 x 400 m";;"also VME/LME site; habitation dated approx. 100 BC - 200 AD (Verhelst 2012); very close to site 1127, possibly same settlement?";1;
1124;0;178000;424200;"Wijchen";"Tienakker";"rural settlement, stone-built; burial(s)";0;"ROMVA";"VMEA";;;"habitation dated approx. 0 BC - 500 AD (Willems 1986); also VME site";1;
1125;0;160100;441500;"Eck en Wiel";"De Hoge Eng";"rural settlement";0;"ROMV";"ROML";;;"also VME/LME site; habitation dated approx. 100 - 300 AD (Modderman 1949)";1;
1126;0;160600;441400;"Ingen";"Den Bulk";"rural settlement?";1;"ROMM";"ROMM";;;;1;
1127;0;162000;441600;"Ingen";"Ingen";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 1123, possibly same settlement?";1;
1128;0;161900;439700;"Ommeren";"De Roskam";"rural settlement";0;"ROMM";"ROML";;;"als VME/LME site; habitation dated approx. 100 - 300 AD (Modderman 1949)";1;
1129;1;161870;439170;"Ommeren";"De Meent";"isolated find(s)";0;"ROMM";"ROMM";;;;1;
1130;0;162850;439400;"Ommeren";"Zijveling";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 192, possible one settlement?";1;
1131;0;163600;439600;"Lienden";"Meerten";"rural settlement";0;"IJZL";"ROMV";;;"also VME/LME site";1;
1132;0;164400;438900;"Lienden";"Weltevreden";"rural settlement";0;"ROM";"ROM";;;;1;
1133;0;164990;438980;"Lienden";"Hoog-Broek";"rural settlement";0;"ROMM";"ROMM";;;;1;
1134;1;165300;438950;"Lienden";"De Poort";"isolated find(s)";0;"ROM";"ROM";;;;1;
1135;0;165250;438450;"Lienden";"Nelly's Hof";"rural settlement";0;"IJZL";"ROML";;;"very close to site 181 and 1136, possibly one settlement?; habitation dated approx. 0 - 200 AD (Modderman 1949)";1;
1136;0;165500;438250;"Lienden";"Boutenburg II";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 181 and 1135, possibly one settlement?";1;
1137;1;166000;438150;"Lienden";"Nedereindsestraat I";"isolated find(s)?";1;"ROM";"ROM";;;;1;
1138;0;193000;416550;"Milsbeek";"De Hel";"rural settlement";1;"IJZL";"ROMM";;;"also NEOL, BRONSM and IJZ site";1;
1139;0;192750;416050;"Milsbeek";"Pastoorsdijk";"rural settlement";0;"IJZL";"ROM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also NEOL and LME site";1;
